room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,european_city,weekday_or_weekend,cost per night cad,attr_index,rest_index
Entire home/apt,4,False,1,0,10,100,2,4.5128026,0.1921902,2.29199,48.86296,Paris,weekday,1349.74135553,573.9413425,746.4485089999998
Entire home/apt,6,False,0,0,9,87,2,4.234417,0.15823281,2.32874,48.89121,Paris,weekday,499.072606942,293.8270842,658.947355
Entire home/apt,2,True,0,0,10,100,1,3.1548774,0.21034738,2.34117,48.8839,Paris,weekday,499.242706651,469.1167382,1110.291682
Entire home/apt,6,False,0,1,10,100,2,5.3073001,0.31696105,2.28578,48.87466,Paris,weekday,1053.42762639,338.7813781,621.5398648
Entire home/apt,4,False,0,1,10,100,2,4.269567,0.1790445,2.312,48.884,Paris,weekday,840.9730633499998,321.6261877,690.2545196
Entire home/apt,2,False,0,1,10,100,0,4.2695532,0.17903048,2.312,48.884,Paris,weekday,654.883959366,321.6278294,690.2568191
Entire home/apt,2,False,0,1,10,100,0,4.2695642,0.17904603,2.312,48.884,Paris,weekday,468.79485509,321.6262967,690.2552761
Entire home/apt,2,False,0,1,10,100,0,4.2695637,0.17904758,2.312,48.884,Paris,weekday,468.79485509,321.6262331,690.2554302
Entire home/apt,2,False,0,1,10,90,0,4.2695394,0.17903557,2.312,48.884,Paris,weekday,468.79485509,321.6284043,690.2600657
Entire home/apt,2,False,0,1,10,100,0,4.2354584,0.19734253,2.31262,48.88397,Paris,weekday,468.79485509,323.0018404,699.0728422
Private room,2,False,0,1,10,100,1,4.9876413,0.3741191,2.293,48.878,Paris,weekday,553.164320974,370.1820753,713.3254612
Entire home/apt,5,False,0,1,9,89,1,3.8532944,0.16970119,2.34804,48.89109,Paris,weekday,384.935688333,309.951333,662.465481
Entire home/apt,3,False,1,0,7,87,1,5.387804,0.21450372,2.29575,48.88715,Paris,weekday,507.577593414,260.1597174,535.8884713
Entire home/apt,4,False,0,1,10,100,0,5.0372272,0.13039348,2.2841,48.85776,Paris,weekday,427.120421275,427.6085599,599.3869469
Entire home/apt,4,False,0,1,10,100,0,5.0142326,0.10592843,2.28441,48.85766,Paris,weekday,427.120421275,436.1352707,602.1841623
Entire home/apt,5,False,0,1,10,94,1,3.6337516,0.18120642,2.34826,48.88912,Paris,weekday,384.935688333,344.6575795,713.5681034
Entire home/apt,4,False,0,0,9,93,2,3.6627197,0.39978763,2.33368,48.88702,Paris,weekday,418.105135603,381.7517745,927.5971129
Entire home/apt,4,False,1,0,10,100,1,3.443799,0.15978593,2.33699,48.88575,Paris,weekday,599.0912480249999,490.5709933,1036.574374
Entire home/apt,6,False,0,1,10,95,2,3.2446613,0.27662906,2.34617,48.88543,Paris,weekday,465.39286047200005,448.0191454,844.1898450999998
Entire home/apt,2,False,0,0,10,93,1,4.5387249,0.060974505,2.3189,48.89075,Paris,weekday,452.635380764,275.0850366,626.1521776
Entire home/apt,4,False,0,1,10,96,1,5.7396526,0.31349647,2.27568,48.86552,Paris,weekday,406.028054804,299.4497799,503.5650827
Entire home/apt,4,False,0,1,10,92,2,3.9845533,0.2779673,2.34119,48.89159,Paris,weekday,393.270575096,333.3415233,699.2572097
Entire home/apt,4,False,0,0,10,100,2,4.8746104,0.2619507,2.2933,48.87618,Paris,weekday,516.2526796679999,445.9450599,769.358325
Entire home/apt,2,False,1,0,10,60,0,4.9330745,0.35729921,2.29374,48.87787,Paris,weekday,439.027402365,379.5787067,731.2187732999998
Entire home/apt,4,False,1,0,9,94,2,3.1678302,0.22831191,2.34646,48.88476,Paris,weekday,506.046695887,422.3324988,843.1498112
Entire home/apt,6,False,0,1,10,100,3,5.3809471,0.33809504,2.28549,48.87591,Paris,weekday,691.2853015449999,324.6709696,625.8514908
Private room,6,False,1,0,10,96,2,3.949173,0.16887727,2.32365,48.88646,Paris,weekday,524.587566431,320.2189393,750.5528324
Entire home/apt,6,False,0,0,10,100,3,6.6147227,0.63908619,2.26261,48.85832,Paris,weekday,2166.22005801,230.9052992,393.6756207
Entire home/apt,6,False,1,0,10,100,3,4.5343699,0.25111461,2.30703,48.88403,Paris,weekday,1060.23161548,312.3312646,651.9227733
Entire home/apt,2,True,0,0,10,99,1,4.0925422,0.42296174,2.333,48.891,Paris,weekday,583.6121726079999,313.9781817,692.9150723
Entire home/apt,5,False,1,0,10,100,1,4.7363815,0.24817052,2.28955,48.86532,Paris,weekday,428.991518293,465.7480994,806.4825163
Entire home/apt,4,False,0,0,10,100,1,6.8380208,0.32529318,2.25993,48.8509,Paris,weekday,685.331811,204.7704123,375.4779194
Entire home/apt,2,False,0,0,10,98,1,4.0495701,0.25241449,2.31535,48.88337,Paris,weekday,448.212787746,333.1929124,744.7983814
Entire home/apt,4,False,1,0,10,95,2,5.6995854,0.38554886,2.2754,48.86147,Paris,weekday,837.5710691700001,306.6129218,515.8474074
Entire home/apt,4,False,1,0,9,100,2,5.7018251,0.29505956,2.27557,48.8627,Paris,weekday,837.5710691700001,306.1099245,506.0358598
Entire home/apt,3,False,0,0,10,100,2,3.2084837,0.25469384,2.34626,48.88511,Paris,weekday,520.335073195,436.4488321,843.3839524
Entire home/apt,5,False,1,0,10,100,3,5.3511734,0.30683175,2.28592,48.87589,Paris,weekday,806.9531179,329.1026645,633.1022297
Entire home/apt,3,False,0,1,8,79,0,5.6134419,0.18025465,2.27727,48.86492,Paris,weekday,482.402833416,314.6899513,521.1269728
Entire home/apt,5,False,1,0,10,93,3,4.5305429,0.26937205,2.3294,48.8943,Paris,weekday,1176.0695309599998,265.2670613,579.2778388
Entire home/apt,6,False,0,1,10,95,2,3.2775137,0.19450505,2.34132,48.88507,Paris,weekday,816.47870248,548.3291049,1046.336985
Private room,2,False,1,0,10,100,1,3.1848214,0.18712522,2.34101,48.88415,Paris,weekday,586.844067517,480.9831778,1154.920591
Entire home/apt,3,False,0,0,10,97,2,3.7188313,0.079552807,2.351,48.89,Paris,weekday,406.028054804,301.1118172,642.4154327
Private room,2,False,1,0,10,100,1,3.2651546,0.21267423,2.34158,48.885,Paris,weekday,421.67722993,544.9819206,1040.060426
Entire home/apt,4,False,1,0,10,99,2,3.4303603,0.1780116,2.33418,48.88489,Paris,weekday,549.7623264289999,401.2280222,1068.095705
Entire home/apt,4,True,1,0,9,100,1,5.4541221,0.37740991,2.28016,48.86722,Paris,weekday,922.28073418,330.3435977,571.4474526
Entire home/apt,2,False,0,0,9,100,1,4.3246284,0.13820127,2.29477,48.86364,Paris,weekday,573.576288536,569.7335617,790.94889
Entire home/apt,2,False,0,0,10,97,1,5.2176929,0.34322444,2.28632,48.87337,Paris,weekday,410.28054804,355.1511218,620.3561241
Entire home/apt,6,False,1,0,10,97,3,4.5024123,0.059659675,2.29261,48.86469,Paris,weekday,859.51393404,519.6437322,759.2791403999998
Entire home/apt,6,True,1,0,10,96,2,5.9434323,0.24107035,2.27867,48.87825,Paris,weekday,483.083232325,262.8800653,494.9956212
Entire home/apt,4,False,0,0,9,89,2,3.574403,0.31314257,2.33365,48.88615,Paris,weekday,626.137105041,389.638385,1028.28533
Entire home/apt,2,True,0,0,9,96,1,3.6415124,0.366671,2.33292,48.8866,Paris,weekday,541.427439666,374.9880181,928.1790840000002
Entire home/apt,4,True,0,0,10,100,2,3.3129559,0.41687143,2.39157,48.8718,Paris,weekday,380.853294806,205.87149,507.9142335
Private room,5,False,0,0,10,100,1,3.1272464,0.14967202,2.39537,48.85711,Paris,weekday,427.970919966,212.8547849,523.362273
Entire home/apt,3,False,0,0,10,100,1,3.2912869,0.24349515,2.39532,48.86592,Paris,weekday,2217.07987706,206.9666433,505.635104
Entire home/apt,5,False,0,1,9,88,1,3.2762728,0.23054883,2.38645,48.87591,Paris,weekday,422.017429421,214.8506972,539.3343712
Entire home/apt,5,False,1,0,10,91,1,3.3423498,0.24310091,2.38677,48.87657,Paris,weekday,422.017429421,212.292733,524.6948109
Entire home/apt,5,False,1,0,9,87,1,3.1815426,0.11590668,2.38659,48.87447,Paris,weekday,422.017429421,217.0071726,557.5038398
Entire home/apt,5,False,1,0,9,92,1,3.2615199,0.14033173,2.38786,48.87457,Paris,weekday,422.017429421,212.3905129,537.1890929
Entire home/apt,6,False,1,0,8,88,2,3.2510345,0.13286652,2.3831,48.87788,Paris,weekday,565.5816012639999,226.3056923,540.7039642
Private room,2,False,1,0,10,92,1,3.4140613,0.29912388,2.359,48.887,Paris,weekday,382.214092624,270.6083505,624.3239228
Entire home/apt,6,False,0,1,9,93,1,3.2326779,0.24413568,2.39502,48.86479,Paris,weekday,476.279243162,212.2620689,511.8195311
Entire home/apt,4,False,1,0,7,95,1,3.8057036,0.16090189,2.35793,48.89063,Paris,weekday,676.826824528,254.2099893,567.652704
Entire home/apt,4,False,0,1,9,84,3,3.5910814,0.22972459,2.40055,48.86354,Paris,weekday,442.429396983,195.4959156,463.0252317
Entire home/apt,4,False,0,0,9,90,3,3.8693848,0.3478899,2.38782,48.88257,Paris,weekday,3054.82104572,194.7004816,465.8766332
Entire home/apt,6,False,0,0,10,91,3,2.7467182,0.36652011,2.38472,48.86943,Paris,weekday,406.028054804,234.9139622,592.6456668
Entire home/apt,6,True,0,0,10,96,3,4.3121367,0.30464178,2.39334,48.88463,Paris,weekday,414.533041276,178.2227813,420.7262286
Entire home/apt,5,False,0,1,10,70,2,2.5164754,0.42997789,12.4741,41.9093,Rome,weekday,395.438711304,563.8905804,1399.998196
Entire home/apt,4,True,1,0,10,84,1,2.1749952,0.37506607,12.47904,41.90997,Rome,weekday,420.868304739,585.7465727,1397.100132
Entire home/apt,5,False,0,0,10,93,2,4.7161322,1.1181278,12.4699,41.86597,Rome,weekday,1669.47840925,236.0255254,660.0152726
Entire home/apt,6,False,1,0,10,96,2,2.2033167,0.8809281,12.4757,41.90064,Rome,weekday,434.00977255,1172.741919,2552.484562
Entire home/apt,4,False,0,0,10,100,3,1.8496222,0.13403787,12.48131,41.90658,Rome,weekday,925.70546859,861.9949507,1701.458752
Entire home/apt,6,True,0,0,10,99,3,1.7902708,0.082652807,12.48194,41.90631,Rome,weekday,648.027961572,1040.842638,1674.608019
Entire home/apt,6,True,0,1,9,94,3,2.8591518,1.6197542,12.46822,41.89685,Rome,weekday,468.82612865499993,690.5797087,1875.442707
Entire home/apt,2,False,1,0,9,80,1,2.1055834,0.39112952,12.47891,41.90831,Rome,weekday,841.39527272,654.0480586,1539.745076
Entire home/apt,3,False,1,0,10,100,1,2.0583811,0.34133202,12.47933,41.90796,Rome,weekday,1009.67432741,677.7732677,1566.889905
Entire home/apt,5,False,0,0,10,100,2,2.1614435,0.44028533,12.47867,41.90914,Rome,weekday,732.5088253099998,613.8563027,1519.132038
Entire home/apt,6,False,0,1,9,90,3,2.2633438,0.97257847,12.475,41.9,Rome,weekday,387.075959127,1353.669573,2203.683588
Entire home/apt,4,False,0,0,10,100,1,2.2414804,1.3152219,12.47612,41.89576,Rome,weekday,654.5133612149999,977.3844699,2046.63364
Entire home/apt,5,False,0,0,9,94,1,3.4207835,1.7645059,12.46218,41.89365,Rome,weekday,395.438711304,502.5422226,1258.290354
Entire home/apt,6,False,0,1,10,100,2,1.1098183,0.13999465,12.48998,41.90485,Rome,weekday,574.299207463,682.6597621,1548.489598
Entire home/apt,6,True,1,0,10,99,3,2.8422441,1.1823521,12.468,41.901,Rome,weekday,387.075959127,734.1597696999999,1715.408621
Entire home/apt,6,False,0,1,8,86,3,2.7830589,1.7503178,12.47,41.894,Rome,weekday,643.761251221,664.7174622,1910.086914
Entire home/apt,6,False,1,0,10,97,3,2.020463,1.0231174,12.47822,41.89794,Rome,weekday,419.161620657,1407.746146,2028.952246
Entire home/apt,4,False,1,0,10,98,1,2.1881919,1.0076865,12.476,41.899,Rome,weekday,420.69763636,1913.614061,2312.795556
Entire home/apt,6,True,0,0,10,99,2,1.9677619,0.24948752,12.48,41.907,Rome,weekday,488.111659205,746.1423446999999,1949.652384
Entire home/apt,2,False,1,0,9,93,2,2.8117614,0.14178586,12.51723,41.87817,Rome,weekend,410.628200028,246.5937965,673.7361924
Entire home/apt,6,False,0,1,9,90,3,2.2633526,0.9726063,12.475,41.9,Rome,weekend,387.075959127,1353.832472,2203.654971
Entire home/apt,4,False,0,0,10,100,1,2.2414973,1.3152398,12.47612,41.89576,Rome,weekend,654.5133612149999,977.3616828,2046.623051
Entire home/apt,6,False,0,1,10,95,2,1.8211902,0.12693399,12.48214,41.90744,Rome,weekend,407.726837001,757.8973005,1526.777763
Private room,4,False,1,0,10,100,1,2.1531265,0.51164293,12.47697,41.90524,Rome,weekend,651.27066143,757.6988014,1715.499967
Entire home/apt,6,False,0,1,10,100,2,1.1098169,0.13997552,12.48998,41.90485,Rome,weekend,574.1285390109999,682.6689749,1548.515607
Entire home/apt,6,True,1,0,10,99,3,2.8422036,1.1823539,12.468,41.901,Rome,weekend,387.075959127,734.1690380999999,1715.435919
Entire home/apt,6,False,0,1,8,86,3,2.7830586,1.7503251,12.47,41.894,Rome,weekend,643.590582842,664.7149626,1910.091069
Entire home/apt,6,False,1,0,10,100,2,2.2127552,0.90101022,12.47559,41.90047,Rome,weekend,387.075959127,1210.366729,2472.48949
Entire home/apt,6,False,0,1,9,95,2,1.460925,0.45932841,12.48465,41.90123,Rome,weekend,391.8546746880001,1561.167924,3077.918013
Entire home/apt,4,False,1,0,10,98,1,2.1881924,1.0076958,12.476,41.899,Rome,weekend,420.69763636,1913.660669,2312.80559
Entire home/apt,6,True,0,0,10,99,2,1.9677484,0.24947479,12.48,41.907,Rome,weekend,487.940990826,746.1449182999999,1949.842554
Entire home/apt,4,False,1,0,10,100,2,2.7667043,1.324515,12.46894,41.89981,Rome,weekend,385.198606593,766.8845023,1981.947836
Entire home/apt,2,False,1,0,10,94,1,2.6906164,1.6930778,12.47116,41.894,Rome,weekend,418.990952205,699.6015568,1991.672621
Entire home/apt,6,False,0,1,9,88,2,2.5952022,1.471034,12.47159,41.89627,Rome,weekend,422.062983684,840.8585693999999,2695.48576
Entire home/apt,6,True,1,0,10,98,3,1.6047522,0.81689239,12.48335,41.89781,Rome,weekend,439.641830152,1127.737579,1773.478208
Entire home/apt,6,True,1,0,10,95,2,2.7106388,1.5008209,12.47,41.897,Rome,weekend,385.539943424,784.8610823,2343.0061
Private room,2,False,1,0,10,100,1,2.9254153,0.032112341,12.51907,41.87773,Rome,weekend,394.926706094,235.6605779,652.0583978
Private room,6,False,1,0,8,90,3,1.3757703,0.34031662,12.51565,41.90816,Rome,weekend,935.77490463,279.1253095,771.3993196
Entire home/apt,2,False,0,0,9,90,1,2.6782882,0.22958429,12.51353,41.92346,Rome,weekend,1010.86900599,218.809003,710.0997228
Entire home/apt,5,False,0,1,10,100,2,3.0083835,1.9108499,12.468,41.892,Rome,weekend,391.513337857,577.2857003,2336.819252
Entire home/apt,4,True,0,0,10,98,2,2.4288089,0.22439329,12.47613,41.91074,Rome,weekend,527.3653940400001,903.3207154,1328.596933
Entire home/apt,4,False,0,1,10,90,2,2.2820861,0.577142,12.476,41.907,Rome,weekend,481.284922731,665.3827686,1649.103913
Entire home/apt,4,True,0,1,10,100,1,1.6618186,0.16183396,12.483,41.905,Rome,weekend,386.5639539170001,1022.861719,1856.103001
Entire home/apt,4,True,0,1,8,93,1,1.1245267,0.099160694,12.489,41.903,Rome,weekend,816.9896900699998,774.3358624,1670.139209
Entire home/apt,6,False,1,0,10,100,2,1.3779324,0.48670349,12.48892,41.90827,Rome,weekend,911.1986530900001,579.0775604,1390.558099
Entire home/apt,6,True,1,0,10,100,3,1.2666833,0.52252394,12.49076,41.90838,Rome,weekend,590.683375059,550.8471662,1418.47506
Entire home/apt,6,False,0,1,9,93,3,2.7055233,1.6400957,12.47065,41.89488,Rome,weekend,417.625604954,717.0712815,2024.173922
Entire home/apt,5,False,0,1,8,80,2,2.4997709,1.3905385,12.47269,41.89654,Rome,weekend,455.684660917,919.6866348,2430.137991
Entire home/apt,6,False,0,1,10,96,3,2.5188437,1.227475,12.472,41.899,Rome,weekend,506.202510956,1248.442457,2662.66827
Private room,2,False,0,0,10,100,1,1.731672,1.0546441,12.50391,41.91641,Rome,weekend,1687.56926122,308.2087986,819.4553879999999
Entire home/apt,5,False,1,0,6,60,3,2.9783778,1.1485096,12.46636,41.90105,Rome,weekend,1392.14223899,710.4059257,1597.622769
Entire home/apt,4,False,0,0,10,99,1,2.3913171,1.0675986,12.47346,41.89994,Rome,weekend,472.410165271,1248.393637,2257.741998
Entire home/apt,6,False,0,1,9,89,2,2.2203791,1.197009,12.476,41.897,Rome,weekend,401.582774189,1150.861733,2110.068897
Entire home/apt,6,True,0,1,10,96,2,2.1717942,0.86065775,12.47608,41.90063,Rome,weekend,404.996142426,1192.077562,2786.503323
Entire home/apt,4,False,1,0,10,91,2,2.1231651,0.75156057,12.47668,41.90155,Rome,weekend,404.996142426,1029.978307,2056.130141
Private room,2,False,0,0,10,100,1,2.2899749,1.3789641,12.47581,41.89497,Rome,weekend,489.477006529,886.2168991,2086.389049
Entire home/apt,6,True,1,0,10,98,2,2.4272783,1.022043,12.473,41.901,Rome,weekend,422.574988894,973.9795513,2098.007634
Entire home/apt,3,False,0,0,8,84,2,2.1874688,1.0866855,12.47861,41.89216,Rome,weekend,388.09996962,853.8128122,1824.795803
Entire home/apt,6,False,0,1,9,83,2,2.4890423,1.4339319,12.47301,41.89588,Rome,weekend,422.062983684,866.4306896,2633.87178
Entire home/apt,6,False,1,0,10,100,3,2.8118491,1.6379631,12.469,41.896,Rome,weekend,706.225890199,697.3932882,1906.060039
Entire home/apt,4,True,0,0,10,99,2,1.8488255,0.75688493,12.48,41.9,Rome,weekend,533.338788473,1243.465239,2097.816514
Entire home/apt,5,True,0,0,10,100,3,1.967759,0.24948454,12.48,41.907,Rome,weekend,470.874149568,746.1422744,1949.663306
Entire home/apt,5,True,0,0,10,100,3,2.1755662,1.1289546,12.47825,41.89299,Rome,weekend,500.399784902,815.8471585,2030.899157
Entire home/apt,6,True,1,0,10,99,2,1.6346633,0.27286705,12.483,41.904,Rome,weekend,479.919575407,984.1141609,1905.641112
Entire home/apt,4,True,0,1,10,98,2,2.2015388,1.1008089,12.476,41.898,Rome,weekend,487.599653995,1499.935061,2192.009452
Entire home/apt,6,True,1,0,10,100,3,1.2851982,0.4667502,12.49005,41.908,Rome,weekend,497.669090327,570.4591759,1371.912667
Entire home/apt,2,False,0,1,10,92,1,1.9782166,0.27791849,12.47957,41.90636,Rome,weekend,438.788488038,777.7236372999998,1979.223131
Entire home/apt,6,True,0,1,10,96,2,3.1241663,1.939505,12.467,41.891,Rome,weekend,425.13501509,540.3413676,1985.435361
Entire home/apt,6,True,1,0,10,99,3,2.7592425,1.1953387,12.469,41.901,Rome,weekend,641.371893477,759.3690972,1783.268631
Entire home/apt,6,False,0,1,9,89,2,3.6450684,1.112556,16.3287,48.22165,Vienna,weekend,429.983872117,75.19683886,107.6226393
Entire home/apt,4,False,0,1,9,88,1,3.1941323,0.58086222,16.331,48.205,Vienna,weekend,506.08419233699993,97.99817604,136.3576584
Entire home/apt,6,False,0,1,9,86,2,1.4239638,0.14875208,16.38206,48.22004,Vienna,weekend,480.831171229,125.3391036,203.9456949
Entire home/apt,2,False,0,0,10,100,1,2.1331782,0.56425631,16.37993,48.1898,Vienna,weekend,386.814856377,186.9127608,173.6842595
Entire home/apt,4,False,1,0,10,100,1,2.1020119,0.4956916,16.37862,48.18991,Vienna,weekend,387.667998982,175.6129723,177.1406045
Entire home/apt,5,False,0,1,10,100,2,4.5473785,1.4718184,16.317,48.224,Vienna,weekend,392.957483133,62.93116625,87.13709823
Entire home/apt,6,False,0,1,9,90,3,2.1692417,0.25498033,16.39727,48.19705,Vienna,weekend,452.848093858,104.4134246,154.3647639
Entire home/apt,5,False,0,1,9,80,2,3.485312,0.95941257,16.33092,48.22145,Vienna,weekend,420.7699319830001,77.8238603,112.5987235
Entire home/apt,4,False,0,1,10,80,2,2.1442037,0.32514167,16.36823,48.22747,Vienna,weekend,490.898253968,96.85240438,149.0565412
Entire home/apt,6,False,0,1,9,87,2,1.5972257,0.23391417,16.39028,48.21764,Vienna,weekend,429.983872117,128.5669325,203.2597663
Entire home/apt,6,False,0,1,10,87,2,3.5585592,1.0219353,16.32948,48.22089,Vienna,weekend,429.983872117,77.01808278999998,110.6223536
Entire home/apt,6,False,0,0,10,100,2,4.1060624,0.25335053,16.42891,48.20781,Vienna,weekend,465.474604412,58.04653639,82.89828712
Entire home/apt,6,False,0,1,10,100,2,3.5660629,1.0273112,16.32868,48.21972,Vienna,weekend,429.983872117,77.69203455999998,111.1198903
Entire home/apt,6,True,1,0,10,98,2,2.0917432,0.94327605,16.38464,48.1912,Vienna,weekend,406.437136219,163.1871007,169.2731665
Entire home/apt,4,False,1,0,10,99,0,2.0870767,0.46991542,16.37803,48.18998,Vienna,weekend,387.667998982,170.0307046,178.396405
Entire home/apt,4,True,0,0,9,99,1,2.1113942,0.54855746,16.35845,48.22457,Vienna,weekend,486.6325409429999,105.7402667,164.3956231
Entire home/apt,6,False,0,0,9,90,3,1.5822716,0.23920961,16.35293,48.21178,Vienna,weekend,558.637776659,177.4057756,261.6652951
Entire home/apt,6,False,0,0,10,98,3,1.6865426,0.65268308,16.35557,48.21769,Vienna,weekend,417.186733042,142.6120084,210.1841245
Private room,2,False,0,0,9,87,1,2.2394862,0.41440913,16.34356,48.20751,Vienna,weekend,9969.1419459,128.3498213,201.546533
Entire home/apt,6,False,0,1,9,90,3,2.3854265,0.16718234,16.34405,48.21682,Vienna,weekend,651.459691937,109.1256116,167.2882473
Entire home/apt,6,False,0,1,8,100,2,2.9375277,0.32869661,16.34059,48.22301,Vienna,weekend,455.066264631,86.99589928,134.5146417
Entire home/apt,5,False,0,0,10,100,2,2.7702236,0.3053503,16.40627,48.22061,Vienna,weekend,643.098894408,87.09701674,122.2018284
Entire home/apt,6,False,1,0,9,93,2,1.29188,0.34696427,16.35769,48.21312,Vienna,weekend,412.750391496,212.4532658,278.5500625
Entire home/apt,4,True,0,0,10,97,2,2.3198633,0.32844833,16.34584,48.218,Vienna,weekend,527.071500347,110.075168,165.7821935
Entire home/apt,2,False,0,0,10,100,1,2.0562336,0.1058171,16.34973,48.19924,Vienna,weekend,397.735081721,153.9878734,255.473431
Entire home/apt,4,True,1,0,10,100,1,0.91515523,0.31169879,16.384,48.213,Vienna,weekend,380.842858142,162.8213095,289.93736
Entire home/apt,5,True,1,0,10,97,2,1.9119602,0.57513529,16.34794,48.20902,Vienna,weekend,388.350513066,148.4839283,230.4314382
Private room,2,True,0,1,10,100,0,1.8468406,0.2865037,16.36875,48.19224,Vienna,weekend,592.251595296,149.5849682,217.2893804
Entire home/apt,6,False,1,0,9,92,2,2.4594545,0.43813899,16.36781,48.18675,Vienna,weekend,404.389593967,116.1948178,160.4744844
Entire home/apt,4,False,1,0,10,100,2,2.4485586,0.67283028,16.36086,48.18823,Vienna,weekend,448.411752312,118.4324685,171.6181443
Entire home/apt,5,False,0,0,10,100,3,1.6184388,0.45462012,16.352,48.207,Vienna,weekend,404.389593967,186.4345751,280.2712334
Entire home/apt,2,True,0,0,10,100,1,0.072032012,0.1443495,16.373,48.209,Vienna,weekend,423.158731277,562.9189523,645.6003386
Entire home/apt,4,False,0,1,10,100,2,5.4675088,0.30209482,16.39586,48.25542,Vienna,weekend,440.050954783,44.16271081,65.26401323
Entire home/apt,4,True,0,1,9,91,2,12.632487,2.7760577,16.54319,48.21717,Vienna,weekend,465.474604412,20.50267399,27.90161264
Entire home/apt,4,False,0,0,10,97,2,3.1839509,0.42463064,16.33175,48.20257,Vienna,weekend,507.619849026,101.2896013,140.4464208
Private room,2,True,0,1,10,100,0,1.4713787,0.31207201,16.36637,48.19622,Vienna,weekend,592.251595296,186.7367733,292.0570218
Entire home/apt,5,False,0,1,9,100,1,1.2186555,0.18748486,16.3573,48.20929,Vienna,weekend,410.361592202,264.8575339,297.6846907
Entire home/apt,6,False,0,0,9,98,4,2.5186281,0.39869955,16.34793,48.19378,Vienna,weekend,414.45667670600005,124.6913838,201.2244871
Entire home/apt,6,False,0,1,9,87,2,3.6113505,0.31575149,16.33554,48.18838,Vienna,weekend,469.399060395,101.3953683,126.5621194
Entire home/apt,6,False,0,0,9,95,2,1.0385066,0.20566423,16.38656,48.20493,Vienna,weekend,448.241123791,164.0312249,274.4943299
Entire home/apt,6,False,0,1,10,96,3,0.56856167,0.23080562,16.38047,48.21086,Vienna,weekend,530.99595633,209.8987188,411.5536329
Entire home/apt,6,False,0,1,10,95,3,0.56585407,0.13600621,16.37953,48.21177,Vienna,weekend,524.3414440109999,212.0776191,420.0301379
Entire home/apt,6,False,0,1,10,96,3,0.37880448,0.20313822,16.37825,48.21001,Vienna,weekend,548.05880843,257.4948166,548.9732963
Entire home/apt,6,False,0,1,10,100,3,0.53018081,0.13544717,16.3794,48.21136,Vienna,weekend,522.635158801,219.4024782,438.7568743
Entire home/apt,2,False,0,0,10,93,1,0.99405134,0.20253882,16.38568,48.2046,Vienna,weekend,465.13334737,169.0734018,282.2964245
Entire home/apt,4,True,0,0,10,100,3,1.6867977,1.4583994,4.88467,52.38749,Amsterdam,weekend,2023.22545852,208.809162,272.315202
Entire home/apt,4,False,0,0,9,96,2,3.7191389,1.1961039,4.86459,52.40175,Amsterdam,weekend,731.3172266,106.2265375,133.8763
Entire home/apt,2,False,0,0,10,96,1,1.0099287,0.91712123,4.87956,52.36953,Amsterdam,weekend,663.916293677,409.856504,555.1109383
Entire home/apt,4,False,0,0,8,87,1,2.9330516,0.62806517,4.88934,52.34697,Amsterdam,weekend,403.721322621,214.9225356,269.6245899
Entire home/apt,2,True,0,0,10,100,1,1.305492,1.3421587,4.87417,52.37509,Amsterdam,weekend,403.721322621,325.2567788,390.913162
Entire home/apt,2,False,0,0,10,98,1,2.1725559,0.6302554,4.90222,52.35452,Amsterdam,weekend,497.979987326,260.3242849,336.2465854
Entire home/apt,4,False,0,1,10,95,2,0.43868867,0.65213794,4.89022,52.37676,Amsterdam,weekend,807.61371388,483.8602618,716.373179
Entire home/apt,2,True,0,0,10,99,1,1.8141621,1.5258547,4.86989,52.36523,Amsterdam,weekend,446.830548587,307.0625989,372.1821269
Entire home/apt,4,False,0,0,10,98,3,2.1883624,1.5303948,4.86865,52.36047,Amsterdam,weekend,626.452323494,325.6853728,332.0446868
Entire home/apt,4,False,1,0,9,96,2,2.1616187,1.424194,4.92432,52.37676,Amsterdam,weekend,800.42884291,183.3646634,222.3894622
Entire home/apt,2,False,0,1,9,89,1,1.1263113,1.1210539,4.87657,52.37288,Amsterdam,weekend,418.091064634,386.3708432,462.8112855
Entire home/apt,4,False,0,0,9,94,3,3.3635991,0.69740218,4.90806,52.34442,Amsterdam,weekend,437.934994011,156.2363741,198.8733057
Entire home/apt,3,False,0,0,10,100,2,3.8562901,0.72795963,4.86021,52.34502,Amsterdam,weekend,439.64567761699993,148.7241308,184.2595366
Entire home/apt,6,False,1,0,10,96,3,2.98859,1.7500005,4.86225,52.35413,Amsterdam,weekend,1175.23961294,207.9524279,241.778067
Entire home/apt,4,False,0,0,10,94,2,2.854955,1.7026055,4.8588,52.35848,Amsterdam,weekend,581.461345576,202.8458376,271.4731702
Private room,2,False,0,0,9,96,1,6.4116349,4.14323,4.98597,52.36376,Amsterdam,weekend,394.654699699,67.2156191,83.99869522
Entire home/apt,5,True,0,0,10,96,2,3.6950195,0.39752725,4.841,52.38253,Amsterdam,weekend,523.1270358669999,116.7235599,147.251731
Entire home/apt,4,True,0,0,10,98,2,2.1476443,1.6635731,4.86204,52.37659,Amsterdam,weekend,547.2476741859999,198.6658369,246.1503895
